date,avg_sentiment,news_count
2019-10-18,-0.003960317,63
2019-10-19,0.127866667,9
2019-10-20,-0.0252375,32
2019-10-21,-0.029871667,60
2019-10-22,-0.024639744,78
2019-10-23,0.0181,75
2019-10-24,0.069907595,79
2019-10-25,-0.00995,86
2019-10-26,-0.046783333,6
2019-10-27,-0.069857143,28
2019-10-28,0.053015094,53
2019-10-29,0.00405,88
2019-10-30,-0.02988018,111
2019-10-31,0.025683607,122
2019-11-01,0.036987,100
2019-11-02,0.222385714,7
2019-11-03,-0.016695122,41
2019-11-04,-0.004813415,82
2019-11-05,0.027495181,83
2019-11-06,0.025502247,89
2019-11-07,-0.010544554,101
2019-11-08,0.007970968,62
2019-11-09,0.15195,6
2019-11-10,-0.0346,26
2019-11-11,0.004870769,65
2019-11-12,-0.021373016,63
2019-11-13,-0.014919355,93
2019-11-14,0.027723684,76
2019-11-15,0.007006494,77
2019-11-16,0.026175,4
2019-11-17,0.096613333,30
2019-11-18,0.021642857,77
2019-11-19,-0.047597333,75
2019-11-20,0.031590991,111
2019-11-21,-0.000218987,79
2019-11-22,-0.018817333,75
2019-11-23,-0.0505,10
2019-11-24,0.038845161,31
2019-11-25,0.080959722,72
2019-11-26,-0.012475385,65
2019-11-27,0.0884,44
2019-11-28,-0.037289189,74
2019-11-29,-0.021186441,59
2019-11-30,-0.06974,5
2019-12-01,0.004937037,27
2019-12-02,-0.052956923,65
2019-12-03,-0.071317978,89
2019-12-04,-0.007983824,68
2019-12-05,0.020048276,58
2019-12-06,0.090929091,55
2019-12-07,0.19451,10
2019-12-08,0.067570588,34
2019-12-09,-0.129529032,62
2019-12-10,0.008927632,76
2019-12-11,-0.004878205,78
2019-12-12,0.025647826,69
2019-12-13,-0.004254286,70
2019-12-14,0.079631429,35
2019-12-15,-0.010109091,11
2019-12-16,-0.006446774,62
2019-12-17,0.013122951,61
2019-12-18,-0.002916176,68
2019-12-19,0.053017568,74
2019-12-20,0.033192063,63
2019-12-21,-0.2072,13
2019-12-22,0.013996552,29
2019-12-23,0.027205455,55
2019-12-24,-0.012627778,18
2019-12-25,0.008466667,6
2019-12-26,0.029435135,37
2019-12-27,0.009313333,15
2019-12-28,-0.111448,25
2019-12-29,0.20095,2
2019-12-30,0.034865,40
2019-12-31,-0.034021569,51
2020-01-01,-0.01617,10
2020-01-02,-0.007868085,47
2020-01-03,0.00477234,47
2020-01-04,-0.020133333,9
2020-01-05,-0.072862069,29
2020-01-06,-0.089644444,45
2020-01-07,-0.094703279,61
2020-01-08,-0.012158904,73
2020-01-09,-0.023044444,90
2020-01-10,-0.045313115,61
2020-01-11,-0.083865517,29
2020-01-12,-0.06325,6
2020-01-13,-0.037055,60
2020-01-14,-0.016928736,87
2020-01-15,0.042490909,77
2020-01-16,0.042616216,74
2020-01-17,0.005949153,59
2020-01-18,-0.119920833,24
2020-01-19,0.063833333,30
2020-01-20,-0.065121429,42
2020-01-21,-0.053245679,81
2020-01-22,-0.042969307,101
2020-01-23,-0.043161728,81
2020-01-24,-0.029155357,56
2020-01-25,-0.12153,30
2020-01-26,-0.121853846,26
2020-01-27,-0.035751613,31
2020-01-28,-0.026494048,84
2020-01-29,-0.002570526,95
2020-01-30,-0.008964646,99
2020-01-31,-0.045957843,102
2020-02-01,-0.023383333,6
2020-02-02,-0.030244444,9
2020-02-03,-0.04145463,108
2020-02-04,0.004736634,101
2020-02-05,0.043211688,77
2020-02-06,-0.044652273,88
2020-02-07,0.011485714,84
2020-02-08,0.194885714,7
2020-02-09,-0.049713793,29
2020-02-10,-0.061866154,65
2020-02-11,0.012290278,72
2020-02-12,0.029316867,83
2020-02-13,-0.034521951,82
2020-02-14,-0.045374324,74
2020-02-15,-0.072886667,15
2020-02-16,-0.025836364,33
2020-02-17,-0.055133333,45
2020-02-18,-0.040601563,64
2020-02-19,-0.047204478,67
2020-02-20,-0.004377586,58
2020-02-21,0.032074359,39
2020-02-22,-0.064577143,35
2020-02-23,0.077871429,14
2020-02-24,-0.0508375,72
2020-02-25,-0.052173077,104
2020-02-26,-0.039652703,74
2020-02-27,-0.0688875,88
2020-02-28,-0.059216854,89
2020-02-29,-0.227196,25
2020-03-01,0.01097,30
2020-03-02,-0.01921236,89
2020-03-03,-0.047653763,93
2020-03-04,0.021210714,56
2020-03-05,-0.073,95
2020-03-06,-0.047600971,103
2020-03-07,-0.078515789,19
2020-03-08,-0.121466667,33
2020-03-09,-0.151506494,77
2020-03-10,-0.054602778,108
2020-03-11,-0.077787129,101
2020-03-12,-0.045267368,95
2020-03-13,-0.175151261,119
2020-03-14,-0.090957143,21
2020-03-15,-0.054833333,45
2020-03-16,-0.12491129,124
2020-03-17,-0.064774306,144
2020-03-18,-0.060336082,97
2020-03-19,-0.08015241,166
2020-03-20,-0.0592,137
2020-03-21,0.078894444,18
2020-03-22,-0.065255,40
2020-03-23,-0.064466355,107
2020-03-24,-0.044853763,93
2020-03-25,-0.060187379,103
2020-03-26,-0.02000463,108
2020-03-27,-0.128898291,117
2020-03-28,-0.0990125,8
2020-03-29,-0.154088462,26
2020-03-30,-0.059685882,85
2020-03-31,-0.134021296,108
2020-04-01,-0.08918961,77
2020-04-02,-0.045697143,105
2020-04-03,-0.078621642,134
2020-04-04,-0.12392,10
2020-04-05,-0.131210714,28
2020-04-06,-0.042145946,74
2020-04-07,-0.046455714,70
2020-04-08,-0.065135088,114
2020-04-09,-0.056499038,104
2020-04-10,-0.046619048,42
2020-04-11,-0.062093548,31
2020-04-12,0.042755,20
2020-04-13,-0.03429863,73
2020-04-14,-0.023902128,94
2020-04-15,-0.068565546,119
2020-04-16,0.002561386,101
2020-04-17,-0.008101905,105
2020-04-18,0.071475,8
2020-04-19,-0.124038462,26
2020-04-20,-0.053324691,81
2020-04-21,-0.059173451,113
2020-04-22,-0.035331783,129
